
300, [28.7535956  26.16779639],2.5857992098634703,[23.93032995  9.38341572],14.546914225910278
325, [29.11995505 26.1211867 ],2.9987683557146667,[24.66581775  9.63335712],15.03246063267572
323, [29.04219946 26.00941682],3.0327826371256634,[25.04862187  9.80300976],15.245612105876715
627, [29.34226224 26.55053224],2.7917299980160273,[25.17295975 10.01879781],15.154161942400476
615, [29.25987125 26.626771  ],2.6331002461225026,[25.53468406 10.07543664],15.45924742857051
678, [29.5838664 26.7094965],2.8743698978179566,[26.91698445 10.42722546],16.489758995695603
1337, [29.80182099 26.78226741],3.019553571718486,[26.70984509 10.43666074],16.273184347652407
1343, [29.85684166 26.83307884],3.0237628256851785,[26.21879208 10.38614095],15.832651121163835
1358, [29.90478482 26.87581265],3.0289721724003016,[26.21110032 10.23596426],15.97513606592015
2556, [29.74297694 26.93190688],2.8110700570797924,[26.4065865  10.35375316],16.052833336186705
2667, [29.94430369 26.96189437],2.982409320115451,[26.33091311 10.45023377],15.880679347324
2568, [29.88007811 27.0527159 ],2.8273622139544905,[26.01421601 10.39847681],15.615739192153239
5178, [29.94115819 27.0551176 ],2.886040596299978,[26.40686545 10.49719846],15.909666995150156
332, [28.98087577 26.19521663],2.785659139330491,[24.87771573  9.5839403 ],15.293775435575188
328, [29.14313456 26.14530958],2.997824982340589,[24.4756406   9.76933047],14.706310134073648
326, [29.24207413 25.98350657],3.258567556845378,[25.61166918  9.91217956],15.699489618134237
694, [29.85512983 26.71273518],3.142394651920494,[27.46838401 10.48101181],16.98737220109581
312, [28.96430129 26.08494579],2.8793555000918474,[25.95051221  9.82776114],16.122751071049063
346, [29.43991589 26.32505819],3.1148576957265846,[26.1327134  10.23635444],15.896358956582011
319, [29.52662521 26.08891774],3.43770746907618,[25.4724613   9.77167996],15.700781335224114
626, [29.47191358 26.65760427],2.814309310110506,[25.63975628 10.1305598 ],15.509196482827043
639, [29.55437578 26.57974141],2.9746343616306667,[26.86340707 10.39781797],16.465589098117178
611, [29.45870756 26.47669841],2.9820091502061175,[25.75924251 10.0934122 ],15.665830312174442
296, [28.49134233 25.97420391],2.517138417199135,[24.00669727  9.36034988],14.64634738623165
340, [29.31199518 26.32542175],2.9865734258465437,[26.47975263 10.05488396],16.424868676466563
311, [29.33368135 26.1682583 ],3.1654230508160524,[24.53633234  9.50391275],15.032419590474825
353, [29.64826071 26.26681172],3.3814489840535558,[26.95098188 10.06398365],16.8869982340593
315, [29.19480879 26.189077  ],3.0057317912228605,[24.17639494  9.82153263],14.354862305220617
653, [29.83849586 26.49732754],3.341168318703538,[25.91877718 10.02905348],15.889723700660202
670, [29.82496604 26.54613381],3.2788322302036548,[26.08788847 10.29982933],15.788059142410221
319, [29.26067013 26.18188649],3.0787836438569087,[25.92491524 10.15265065],15.772264592456509
325, [29.2233916  26.20953916],3.0138524312174653,[24.72577186  9.6377269 ],15.088044960947576
339, [29.14756302 26.24946138],2.8981016459505433,[26.92055401 10.09508161],16.825472401550346
355, [29.63613668 26.19068353],3.445453149147891,[26.31324364  9.8388044 ],16.47443923557534
317, [29.1551639  26.14220458],3.0129593196252458,[25.77229664 10.03531344],15.736983196461942
323, [29.14383472 26.05229838],3.0915363468556194,[24.36954636  9.73250984],14.637036519409797
655, [29.81286437 26.66923047],3.143633902985151,[26.29190237 10.41257063],15.879331731426493
662, [29.91197634 26.70562678],3.2063495607745622,[26.2539085  10.27149577],15.982412726236571
695, [29.9284157  26.75872719],3.169688515556171,[26.88068812 10.32095967],16.559728442578646
1313, [29.80378271 26.85493862],2.9488440840910393,[26.42509406 10.41211058],16.01298348478423
